day,day_range,weather,day_of_week,celebration,season
2015-10-26,0,Overcast,2,0,Autumn
2015-10-26,600,Clear,2,0,Autumn
2015-10-26,1200,Partly cloudy,2,0,Autumn
2015-10-26,1800,Sunny,2,0,Autumn
2015-10-27,0,Clear,3,0,Autumn
2015-10-27,600,Patchy rain possible,3,0,Autumn
2015-10-27,1200,Patchy rain possible,3,0,Autumn
2015-10-27,1800,Cloudy,3,0,Autumn
2015-10-28,0,Light rain shower,4,0,Autumn
2015-10-28,600,Moderate or heavy rain with thunder,4,0,Autumn
2015-10-28,1200,Light rain shower,4,0,Autumn
2015-10-28,1800,Light rain shower,4,0,Autumn
2015-10-29,0,Heavy rain,5,0,Autumn
2015-10-29,600,Patchy rain possible,5,0,Autumn
2015-10-29,1200,Patchy rain possible,5,0,Autumn
2015-10-29,1800,Sunny,5,0,Autumn
2015-10-30,0,Clear,6,0,Autumn
2015-10-30,600,Clear,6,0,Autumn
2015-10-30,1200,Sunny,6,0,Autumn
2015-10-30,1800,Sunny,6,0,Autumn
2015-10-31,0,Clear,7,0,Autumn
2015-10-31,600,Clear,7,0,Autumn
2015-10-31,1200,Sunny,7,0,Autumn
2015-10-31,1800,Sunny,7,0,Autumn
2015-11-01,0,Clear,1,1,Autumn
2015-11-01,600,Clear,1,1,Autumn
2015-11-01,1200,Sunny,1,1,Autumn
2015-11-01,1800,Sunny,1,1,Autumn
2015-11-02,0,Clear,2,0,Autumn
2015-11-02,600,Clear,2,0,Autumn
2015-11-02,1200,Sunny,2,0,Autumn
2015-11-02,1800,Sunny,2,0,Autumn
2015-11-03,0,Clear,3,0,Autumn
2015-11-03,600,Clear,3,0,Autumn
2015-11-03,1200,Sunny,3,0,Autumn
2015-11-03,1800,Overcast,3,0,Autumn
2015-11-04,0,Light drizzle,4,0,Autumn
2015-11-04,600,Patchy rain possible,4,0,Autumn
2015-11-04,1200,Patchy rain possible,4,0,Autumn
2015-11-04,1800,Light rain shower,4,0,Autumn
2015-11-05,0,Clear,5,0,Autumn
2015-11-05,600,Clear,5,0,Autumn
2015-11-05,1200,Sunny,5,0,Autumn
2015-11-05,1800,Sunny,5,0,Autumn
2015-11-06,0,Clear,6,0,Autumn
2015-11-06,600,Clear,6,0,Autumn
2015-11-06,1200,Sunny,6,0,Autumn
2015-11-06,1800,Sunny,6,0,Autumn
2015-11-07,0,Clear,7,0,Autumn
2015-11-07,600,Overcast,7,0,Autumn
2015-11-07,1200,Sunny,7,0,Autumn
2015-11-07,1800,Sunny,7,0,Autumn
2015-11-08,0,Partly cloudy,1,0,Autumn
2015-11-08,600,Overcast,1,0,Autumn
2015-11-08,1200,Sunny,1,0,Autumn
2015-11-08,1800,Sunny,1,0,Autumn
2015-11-09,0,Clear,2,0,Autumn
2015-11-09,600,Clear,2,0,Autumn
2015-11-09,1200,Partly cloudy,2,0,Autumn
2015-11-09,1800,Cloudy,2,0,Autumn
2015-11-10,0,Partly cloudy,3,0,Autumn
2015-11-10,600,Partly cloudy,3,0,Autumn
2015-11-10,1200,Partly cloudy,3,0,Autumn
2015-11-10,1800,Sunny,3,0,Autumn
2015-11-11,0,Mist,4,0,Autumn
2015-11-11,600,Partly cloudy,4,0,Autumn
2015-11-11,1200,Sunny,4,0,Autumn
2015-11-11,1800,Sunny,4,0,Autumn
2015-11-12,0,Clear,5,0,Autumn
2015-11-12,600,Clear,5,0,Autumn
2015-11-12,1200,Partly cloudy,5,0,Autumn
2015-11-12,1800,Sunny,5,0,Autumn
2015-11-13,0,Clear,6,0,Autumn
2015-11-13,600,Clear,6,0,Autumn
2015-11-13,1200,Cloudy,6,0,Autumn
2015-11-13,1800,Sunny,6,0,Autumn
2015-11-14,0,Cloudy,7,0,Autumn
2015-11-14,600,Light drizzle,7,0,Autumn
2015-11-14,1200,Patchy rain possible,7,0,Autumn
2015-11-14,1800,Sunny,7,0,Autumn
2015-11-15,0,Partly cloudy,1,0,Autumn
2015-11-15,600,Mist,1,0,Autumn
2015-11-15,1200,Cloudy,1,0,Autumn
2015-11-15,1800,Sunny,1,0,Autumn
2015-11-16,0,Clear,2,0,Autumn
2015-11-16,600,Clear,2,0,Autumn
2015-11-16,1200,Sunny,2,0,Autumn
2015-11-16,1800,Sunny,2,0,Autumn
2015-11-17,0,Clear,3,0,Autumn
2015-11-17,600,Clear,3,0,Autumn
2015-11-17,1200,Sunny,3,0,Autumn
2015-11-17,1800,Sunny,3,0,Autumn
2015-11-18,0,Cloudy,4,0,Autumn
2015-11-18,600,Partly cloudy,4,0,Autumn
2015-11-18,1200,Sunny,4,0,Autumn
2015-11-18,1800,Partly cloudy,4,0,Autumn
2015-11-19,0,Clear,5,0,Autumn
2015-11-19,600,Partly cloudy,5,0,Autumn
2015-11-19,1200,Partly cloudy,5,0,Autumn
2015-11-19,1800,Partly cloudy,5,0,Autumn
2015-11-20,0,Cloudy,6,0,Autumn
2015-11-20,600,Partly cloudy,6,0,Autumn
2015-11-20,1200,Partly cloudy,6,0,Autumn
2015-11-20,1800,Partly cloudy,6,0,Autumn
2015-11-21,0,Partly cloudy,7,0,Autumn
2015-11-21,600,Patchy rain possible,7,0,Autumn
2015-11-21,1200,Light rain shower,7,0,Autumn
2015-11-21,1800,Patchy rain possible,7,0,Autumn
2015-11-22,0,Moderate rain,1,0,Autumn
2015-11-22,600,Cloudy,1,0,Autumn
2015-11-22,1200,Sunny,1,0,Autumn
2015-11-22,1800,Partly cloudy,1,0,Autumn
2015-11-23,0,Clear,2,0,Autumn
2015-11-23,600,Partly cloudy,2,0,Autumn
2015-11-23,1200,Light drizzle,2,0,Autumn
2015-11-23,1800,Partly cloudy,2,0,Autumn
2015-11-24,0,Partly cloudy,3,0,Autumn
2015-11-24,600,Partly cloudy,3,0,Autumn
2015-11-24,1200,Sunny,3,0,Autumn
2015-11-24,1800,Sunny,3,0,Autumn
2015-11-25,0,Cloudy,4,0,Autumn
2015-11-25,600,Partly cloudy,4,0,Autumn
2015-11-25,1200,Patchy rain possible,4,0,Autumn
2015-11-25,1800,Light rain,4,0,Autumn
2015-11-26,0,Patchy rain possible,5,0,Autumn
2015-11-26,600,Cloudy,5,0,Autumn
2015-11-26,1200,Sunny,5,0,Autumn
2015-11-26,1800,Sunny,5,0,Autumn
2015-11-27,0,Clear,6,0,Autumn
2015-11-27,600,Partly cloudy,6,0,Autumn
2015-11-27,1200,Sunny,6,0,Autumn
2015-11-27,1800,Sunny,6,0,Autumn
2015-11-28,0,Clear,7,0,Autumn
2015-11-28,600,Clear,7,0,Autumn
2015-11-28,1200,Overcast,7,0,Autumn
2015-11-28,1800,Partly cloudy,7,0,Autumn
2015-11-29,0,Partly cloudy,1,0,Autumn
2015-11-29,600,Cloudy,1,0,Autumn
2015-11-29,1200,Partly cloudy,1,0,Autumn
2015-11-29,1800,Overcast,1,0,Autumn
2015-11-30,0,Clear,2,0,Autumn
2015-11-30,600,Partly cloudy,2,0,Autumn
2015-11-30,1200,Overcast,2,0,Autumn
2015-11-30,1800,Cloudy,2,0,Autumn
2015-12-01,0,Patchy rain possible,3,0,Autumn
2015-12-01,600,Cloudy,3,0,Autumn
2015-12-01,1200,Sunny,3,0,Autumn
2015-12-01,1800,Sunny,3,0,Autumn
2015-12-02,0,Clear,4,0,Autumn
2015-12-02,600,Clear,4,0,Autumn
2015-12-02,1200,Sunny,4,0,Autumn
2015-12-02,1800,Sunny,4,0,Autumn
2015-12-03,0,Clear,5,0,Autumn
2015-12-03,600,Partly cloudy,5,0,Autumn
2015-12-03,1200,Sunny,5,0,Autumn
2015-12-03,1800,Sunny,5,0,Autumn
2015-12-04,0,Clear,6,0,Autumn
2015-12-04,600,Cloudy,6,0,Autumn
2015-12-04,1200,Cloudy,6,0,Autumn
2015-12-04,1800,Cloudy,6,0,Autumn
2015-12-05,0,Partly cloudy,7,0,Autumn
2015-12-05,600,Partly cloudy,7,0,Autumn
2015-12-05,1200,Cloudy,7,0,Autumn
2015-12-05,1800,Sunny,7,0,Autumn
2015-12-06,0,Clear,1,0,Autumn
2015-12-06,600,Partly cloudy,1,0,Autumn
2015-12-06,1200,Overcast,1,0,Autumn
2015-12-06,1800,Cloudy,1,0,Autumn
2015-12-07,0,Partly cloudy,2,0,Autumn
2015-12-07,600,Partly cloudy,2,0,Autumn
2015-12-07,1200,Light drizzle,2,0,Autumn
2015-12-07,1800,Cloudy,2,0,Autumn
2015-12-08,0,Light rain shower,3,1,Autumn
2015-12-08,600,Patchy rain possible,3,1,Autumn
2015-12-08,1200,Partly cloudy,3,1,Autumn
2015-12-08,1800,Sunny,3,1,Autumn
2015-12-09,0,Clear,4,0,Autumn
2015-12-09,600,Clear,4,0,Autumn
2015-12-09,1200,Partly cloudy,4,0,Autumn
2015-12-09,1800,Sunny,4,0,Autumn
2015-12-10,0,Clear,5,0,Autumn
2015-12-10,600,Partly cloudy,5,0,Autumn
2015-12-10,1200,Sunny,5,0,Autumn
2015-12-10,1800,Sunny,5,0,Autumn
2015-12-11,0,Clear,6,0,Autumn
2015-12-11,600,Partly cloudy,6,0,Autumn
2015-12-11,1200,Sunny,6,0,Autumn
2015-12-11,1800,Partly cloudy,6,0,Autumn
2015-12-12,0,Light drizzle,7,0,Autumn
2015-12-12,600,Overcast,7,0,Autumn
2015-12-12,1200,Patchy rain possible,7,0,Autumn
2015-12-12,1800,Overcast,7,0,Autumn
2015-12-13,0,Light drizzle,1,0,Autumn
2015-12-13,600,Light drizzle,1,0,Autumn
2015-12-13,1200,Patchy rain possible,1,0,Autumn
2015-12-13,1800,Cloudy,1,0,Autumn
2015-12-14,0,Partly cloudy,2,0,Autumn
2015-12-14,600,Clear,2,0,Autumn
2015-12-14,1200,Sunny,2,0,Autumn
2015-12-14,1800,Sunny,2,0,Autumn
2015-12-15,0,Clear,3,0,Autumn
2015-12-15,600,Cloudy,3,0,Autumn
2015-12-15,1200,Cloudy,3,0,Autumn
2015-12-15,1800,Cloudy,3,0,Autumn
2015-12-16,0,Light drizzle,4,0,Autumn
2015-12-16,600,Light drizzle,4,0,Autumn
2015-12-16,1200,Partly cloudy,4,0,Autumn
2015-12-16,1800,Sunny,4,0,Autumn
2015-12-17,0,Clear,5,0,Autumn
2015-12-17,600,Clear,5,0,Autumn
2015-12-17,1200,Sunny,5,0,Autumn
2015-12-17,1800,Sunny,5,0,Autumn
2015-12-18,0,Clear,6,0,Autumn
2015-12-18,600,Partly cloudy,6,0,Autumn
2015-12-18,1200,Patchy rain possible,6,0,Autumn
2015-12-18,1800,Overcast,6,0,Autumn
2015-12-19,0,Light rain shower,7,0,Autumn
2015-12-19,600,Overcast,7,0,Autumn
2015-12-19,1200,Patchy rain possible,7,0,Autumn
2015-12-19,1800,Partly cloudy,7,0,Autumn
2015-12-20,0,Clear,1,0,Autumn
2015-12-20,600,Clear,1,0,Autumn
2015-12-20,1200,Sunny,1,0,Autumn
2015-12-20,1800,Sunny,1,0,Autumn
2015-12-21,0,Clear,2,0,Autumn
2015-12-21,600,Cloudy,2,0,Autumn
2015-12-21,1200,Overcast,2,0,Autumn
2015-12-21,1800,Overcast,2,0,Autumn
2015-12-22,0,Light drizzle,3,0,Winter
2015-12-22,600,Light drizzle,3,0,Winter
2015-12-22,1200,Patchy rain possible,3,0,Winter
2015-12-22,1800,Patchy rain possible,3,0,Winter
2015-12-23,0,Cloudy,4,0,Winter
2015-12-23,600,Cloudy,4,0,Winter
2015-12-23,1200,Patchy rain possible,4,0,Winter
2015-12-23,1800,Sunny,4,0,Winter
2015-12-24,0,Partly cloudy,5,0,Winter
2015-12-24,600,Cloudy,5,0,Winter
2015-12-24,1200,Overcast,5,0,Winter
2015-12-24,1800,Patchy rain possible,5,0,Winter
2015-12-25,0,Clear,6,1,Winter
2015-12-25,600,Partly cloudy,6,1,Winter
2015-12-25,1200,Sunny,6,1,Winter
2015-12-25,1800,Sunny,6,1,Winter
2015-12-26,0,Clear,7,1,Winter
2015-12-26,600,Partly cloudy,7,1,Winter
2015-12-26,1200,Sunny,7,1,Winter
2015-12-26,1800,Sunny,7,1,Winter
2015-12-27,0,Clear,1,0,Winter
2015-12-27,600,Clear,1,0,Winter
2015-12-27,1200,Sunny,1,0,Winter
2015-12-27,1800,Sunny,1,0,Winter
2015-12-28,0,Clear,2,0,Winter
2015-12-28,600,Clear,2,0,Winter
2015-12-28,1200,Sunny,2,0,Winter
2015-12-28,1800,Sunny,2,0,Winter
2015-12-29,0,Partly cloudy,3,0,Winter
2015-12-29,600,Partly cloudy,3,0,Winter
2015-12-29,1200,Partly cloudy,3,0,Winter
2015-12-29,1800,Sunny,3,0,Winter
2015-12-30,0,Patchy rain possible,4,0,Winter
2015-12-30,600,Light drizzle,4,0,Winter
2015-12-30,1200,Sunny,4,0,Winter
2015-12-30,1800,Sunny,4,0,Winter
2015-12-31,0,Clear,5,1,Winter
2015-12-31,600,Clear,5,1,Winter
2015-12-31,1200,Cloudy,5,1,Winter
2015-12-31,1800,Sunny,5,1,Winter
